Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2648,US-2015-100883,06/29/2015,06/29/2015,Same Day,PL-10744,Paul Lee,Corporate,United States,Spokane,Washington,99301,West,FUR-CH-10003473,Furniture,Chairs,Harbour Creations 67200 Series Folding Chair,279.97,1,0.45,-18.133
2649,US-2015-100883,06/30/2015,07/03/2015,Second Class,PB-10415,Patricia Brown,Consumer,United States,Fresno,California,35191,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",3394.02,3,0.0,545.3848
2650,CA-2015-100884,07/01/2015,07/06/2015,Second Class,CM-10439,Charles Martin,Home Office,United States,Dover,New Hampshire,38316,East,OFF-PA-10001784,Office Supplies,Paper,"Hammermill Recycled Paper, 500 Sheet Ream",110.37,2,0.15,18.0187
2651,CA-2015-100884,07/01/2015,07/06/2015,Standard Class,MM-10066,Mary Mitchell,Corporate,United States,Orland Park,Illinois,11902,Central,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,342.89,1,0.1,68.698
2652,CA-2015-100884,07/01/2015,07/06/2015,Second Class,SR-10693,Shirley Roberts,Home Office,United States,Vancouver,Washington,60585,West,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",576.59,5,0.3,123.601
2653,AA-2015-100885,07/01/2015,07/08/2015,Standard Class,SL-10426,Sharon Lee,Home Office,United States,Louisville,Kentucky,10617,South,OFF-FA-10003283,Office Supplies,Fasteners,Acco Suede Finish Lanyard with Split Ring,150.15,3,0.0,54.0881
2654,AA-2015-100885,07/01/2015,07/06/2015,Standard Class,AM-10289,Amanda Morgan,Corporate,United States,Tamarac,Florida,28069,South,TEC-MA-10002412,Technology,Machines,Canon imageCLASS MF4770n Wireless Laser,3517.78,1,0.15,85.2854
2655,AA-2015-100885,07/01/2015,07/07/2015,Standard Class,EG-10072,Emily Green,Home Office,United States,Fremont,Nebraska,74205,Central,OFF-PA-10001784,Office Supplies,Paper,"Hammermill Recycled Paper, 500 Sheet Ream",98.61,1,0.0,28.4434
2656,CA-2015-100886,07/01/2015,07/04/2015,First Class,EG-10390,Elizabeth Garcia,Corporate,United States,Wilmington,North Carolina,73200,South,OFF-SU-10003703,Office Supplies,Supplies,Avery Hi-Liter EverBold Pen-Style Highlighter,120.03,2,0.0,29.7416
2657,CA-2015-100886,07/02/2015,07/07/2015,Standard Class,TM-10317,Thomas Miller,Corporate,United States,Billings,Montana,29037,West,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,181.51,3,0.1,31.0574
2658,CA-2015-100886,07/02/2015,07/02/2015,Same Day,HH-10323,Helen Hall,Corporate,United States,Jefferson City,Missouri,15281,Central,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",46.5,1,0.0,13.6297
2659,AA-2015-100887,07/02/2015,07/08/2015,Standard Class,DC-10719,Dorothy Carter,Consumer,United States,Philadelphia,Pennsylvania,90409,East,TEC-AC-10001814,Technology,Accessories,Plantronics Savi W720 Wireless Headset System,440.28,4,0.0,109.1356
2660,AA-2015-100887,07/02/2015,07/06/2015,Second Class,JM-10418,Jessica Mitchell,Corporate,United States,Lewiston,Idaho,58071,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels by Universal,324.66,6,0.0,116.7413
2661,AA-2015-100887,07/02/2015,07/06/2015,Second Class,SB-10206,Shirley Baker,Consumer,United States,San Antonio,Texas,47459,Central,OFF-FA-10002544,Office Supplies,Fasteners,Acme Stainless Steel Scissors,55.3,4,0.0,21.369
2662,CA-2015-100888,07/03/2015,07/08/2015,Standard Class,SR-10042,Stephen Roberts,Corporate,United States,Reading,Pennsylvania,18425,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,287.44,4,0.0,79.1623
2663,CA-2015-100888,07/03/2015,07/08/2015,Standard Class,LN-10688,Larry Nelson,Consumer,United States,Washington,District of Columbia,94507,East,FUR-BO-10002213,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,315.66,3,0.0,54.5643
2664,CA-2015-100888,07/03/2015,07/04/2015,Same Day,JT-10532,John Thomas,Corporate,United States,Akron,Ohio,34273,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,61.1,1,0.0,13.6944
2665,US-2015-100889,07/03/2015,07/08/2015,Second Class,JR-10019,Jennifer Reed,Consumer,United States,Pittsburgh,Pennsylvania,98405,East,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,1423.57,4,0.0,466.1915
2666,US-2015-100889,07/03/2015,07/10/2015,Standard Class,GB-10508,George Baker,Consumer,United States,Norman,Oklahoma,42990,Central,OFF-PA-10001784,Office Supplies,Paper,"Hammermill Recycled Paper, 500 Sheet Ream",202.46,2,0.0,69.0797
2667,US-2015-100889,07/03/2015,07/07/2015,Second Class,LT-10114,Larry Taylor,Consumer,United States,Bozeman,Montana,55160,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,219.17,5,0.15,32.8245
2668,US-2015-100890,07/04/2015,07/07/2015,Second Class,MA-10220,Mark Allen,Corporate,United States,Taylor,Michigan,30913,Central,OFF-LA-10004099,Office Supplies,Labels,Avery Color Coding Labels,110.84,3,0.0,32.4157
2669,US-2015-100890,07/04/2015,07/11/2015,Standard Class,ES-10625,Emily Scott,Home Office,United States,Macon,Georgia,66898,South,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,77.23,1,0.0,30.9078
2670,US-2015-100890,07/05/2015,07/11/2015,Standard Class,MT-10780,Margaret Turner,Consumer,United States,Des Moines,Washington,92563,West,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,239.14,1,0.0,62.4431
2671,AA-2015-100891,07/05/2015,07/12/2015,Standard Class,ET-10596,Emma Torres,Corporate,United States,Tacoma,Washington,67562,West,OFF-PA-10001784,Office Supplies,Paper,"Hammermill Recycled Paper, 500 Sheet Ream",57.2,1,0.0,16.8478
2672,AA-2015-100891,07/05/2015,07/11/2015,Standard Class,PM-10389,Patricia Morgan,Consumer,United States,Lafayette,Louisiana,76151,South,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,53735.04,6,0.1,7869.6758
2673,AA-2015-100891,07/05/2015,07/11/2015,Standard Class,SH-10559,Stephanie Hall,Home Office,United States,Allentown,Pennsylvania,81370,East,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,3794.75,4,0.0,613.6417
2674,US-2015-100892,07/05/2015,07/11/2015,Standard Class,GC-10502,Gary Campbell,Consumer,United States,Westland,Michigan,65042,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,52.13,1,0.0,17.1617
2675,US-2015-100892,07/06/2015,07/08/2015,First Class,AS-10770,Ashley Stewart,Consumer,United States,Chapel Hill,North Carolina,64614,South,TEC-PH-10001354,Technology,Phones,Samsung Galaxy S7,3480.98,6,0.0,865.477
2676,US-2015-100892,07/06/2015,07/12/2015,Standard Class,RK-10168,Ryan King,Consumer,United States,Lewiston,Maine,12680,East,TEC-PH-10004977,Technology,Phones,Apple iPhone 6S,2856.87,2,0.0,617.6774
2677,AA-2015-100893,07/06/2015,07/06/2015,Same Day,EW-10728,Elizabeth Williams,Home Office,United States,Orlando,Florida,29318,South,OFF-PA-10003695,Office Supplies,Paper,Avery Shipping Labels with TrueBlock Technology,111.09,1,0.0,30.8302
2678,AA-2015-100893,07/07/2015,07/13/2015,Standard Class,EG-10072,Emily Green,Consumer,United States,Austin,Texas,98129,Central,TEC-CO-10003723,Technology,Copiers,Sharp AL-1530CS Digital Copier,7565.22,4,0.0,1989.1354
2679,AA-2015-100893,07/07/2015,07/10/2015,Second Class,DL-10368,Dorothy Lewis,Consumer,United States,Farmington,New Mexico,67348,West,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",61.03,1,0.0,22.03
2680,CA-2015-100894,07/07/2015,07/12/2015,Second Class,AG-10186,Anna Green,Corporate,United States,Norman,Oklahoma,24190,Central,OFF-AP-10000304,Office Supplies,Appliances,Hoover WindTunnel 3 High Performance Pet,300.36,1,0.0,60.7652
2681,CA-2015-100894,07/07/2015,07/14/2015,Standard Class,GS-10792,Gary Scott,Home Office,United States,Sacramento,California,31932,West,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,439.59,13,0.0,150.5484
2682,CA-2015-100894,07/07/2015,07/12/2015,Standard Class,SW-10659,Sharon Williams,Consumer,United States,Cincinnati,Ohio,86791,East,OFF-FA-10002544,Office Supplies,Fasteners,Acme Stainless Steel Scissors,123.36,3,0.0,50.8894
2683,US-2015-100895,07/08/2015,07/13/2015,Standard Class,GH-10730,George Hill,Consumer,United States,Rockford,Illinois,10606,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels by Universal,45.61,7,0.0,14.3491
2684,US-2015-100895,07/08/2015,07/13/2015,Standard Class,PS-10267,Paul Scott,Consumer,United States,Burlington,Iowa,85365,Central,FUR-BO-10003396,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional Cherry",156.9,1,0.6,-29.6961
2685,US-2015-100895,07/08/2015,07/13/2015,Standard Class,AH-10150,Amanda Hill,Consumer,United States,Saginaw,Michigan,82903,Central,OFF-FA-10003283,Office Supplies,Fasteners,Acco Suede Finish Lanyard with Split Ring,16.56,1,0.0,6.0044
2686,CA-2015-100896,07/09/2015,07/15/2015,Standard Class,PA-10387,Patricia Adams,Consumer,United States,Milwaukee,Wisconsin,45812,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,7295.33,4,0.0,1996.54
2687,CA-2015-100896,07/09/2015,07/11/2015,First Class,EE-10750,Edward Evans,Consumer,United States,Nashua,New Hampshire,82808,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,812.02,4,0.3,59.9209
2688,CA-2015-100896,07/10/2015,07/16/2015,Standard Class,LA-10005,Linda Allen,Corporate,United States,Seattle,Washington,95637,West,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,940.96,4,0.0,183.7646
2689,AA-2015-100897,07/10/2015,07/17/2015,Standard Class,DM-10239,David Morris,Consumer,United States,Lancaster,Pennsylvania,74540,East,OFF-AP-10002311,Office Supplies,Appliances,Holmes Replacement HEPA Filter,125.52,1,0.1,16.9754
2690,AA-2015-100897,07/10/2015,07/17/2015,Standard Class,ET-10596,Emma Torres,Consumer,United States,Alexandria,Virginia,79329,South,FUR-TA-10002199,Furniture,Tables,DMI Eclipse Executive Suite Corner Table,394.49,1,0.2,-32.9041
2691,AA-2015-100897,07/10/2015,07/16/2015,Standard Class,KJ-10412,Karen Jackson,Consumer,United States,Sacramento,California,84434,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,189.92,2,0.0,52.8149
2692,US-2015-100898,07/10/2015,07/17/2015,Standard Class,SS-10247,Sandra Scott,Corporate,United States,Fremont,Nebraska,88118,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",725.27,4,0.15,99.31
2693,US-2015-100898,07/10/2015,07/12/2015,First Class,AR-10479,Angela Reed,Consumer,United States,Houston,Texas,54832,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5567.54,1,0.0,1654.8966
2694,US-2015-100898,07/10/2015,07/15/2015,Standard Class,SR-10189,Sandra Reed,Consumer,United States,Tacoma,Washington,52961,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,3446.61,2,0.0,868.5104
2695,CA-2015-100899,07/11/2015,07/12/2015,Same Day,KY-10670,Karen Young,Consumer,United States,Wilmington,North Carolina,23164,South,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,2056.78,1,0.0,430.5018
2696,CA-2015-100899,07/11/2015,07/16/2015,Second Class,CY-10275,Charles Young,Corporate,United States,Decatur,Illinois,42922,Central,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,324.52,3,0.0,62.2721
2697,CA-2015-100899,07/11/2015,07/18/2015,Standard Class,RW-10091,Richard Walker,Consumer,United States,Orland Park,Illinois,69126,Central,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,587.85,2,0.0,114.4622
2698,US-2015-100900,07/11/2015,07/13/2015,First Class,EL-10699,Emily Lee,Home Office,United States,Arlington,Virginia,79265,South,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",622.01,4,0.0,205.1
2699,US-2015-100900,07/12/2015,07/17/2015,Second Class,CS-10056,Claire Smith,Consumer,United States,Naperville,Illinois,27128,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,503.1,7,0.15,117.4718
2700,US-2015-100900,07/12/2015,07/16/2015,Second Class,AH-10150,Amanda Hill,Consumer,United States,New York City,New York,47881,East,TEC-MA-10004125,Technology,Machines,Motorola 56001 Telephone with Digital Answering,52688.38,10,0.0,7167.1021
2701,AA-2015-100901,07/12/2015,07/19/2015,Standard Class,SK-10696,Sharon King,Consumer,United States,Dubuque,Iowa,21944,Central,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,29.15,4,0.4,0.7468
2702,AA-2015-100901,07/12/2015,07/17/2015,Standard Class,DR-10127,David Rivera,Corporate,United States,Des Moines,Iowa,21478,Central,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,58.4,1,0.0,15.9696
2703,AA-2015-100901,07/13/2015,07/20/2015,Standard Class,WL-10588,William Lewis,Consumer,United States,Columbus,Ohio,81385,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",1746.36,2,0.2,98.2754
2704,US-2015-100902,07/13/2015,07/17/2015,Second Class,AB-10112,Amy Bell,Corporate,United States,Texarkana,Arkansas,84016,South,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,126.71,2,0.0,28.1276
2705,US-2015-100902,07/13/2015,07/20/2015,Standard Class,SL-10426,Sharon Lee,Consumer,United States,Grand Rapids,Michigan,26751,Central,FUR-CH-10003473,Furniture,Chairs,Harbour Creations 67200 Series Folding Chair,2808.12,2,0.0,696.2776
2706,US-2015-100902,07/13/2015,07/14/2015,Same Day,MR-10491,Margaret Reed,Consumer,United States,Columbia,South Carolina,34229,South,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,256.09,1,0.0,74.5277
2707,CA-2015-100903,07/13/2015,07/20/2015,Standard Class,JS-10081,Jennifer Scott,Corporate,United States,Medina,Ohio,65127,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,6901.87,2,0.3,-266.5243
2708,CA-2015-100903,07/13/2015,07/18/2015,Standard Class,MM-10376,Mary Martinez,Consumer,United States,Saginaw,Michigan,62953,Central,OFF-AR-10002833,Office Supplies,Art,Newell 322,392.54,3,0.0,141.3779
2709,CA-2015-100903,07/13/2015,07/20/2015,Standard Class,BS-10462,Barbara Scott,Home Office,United States,Allentown,Pennsylvania,72372,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,425.1,1,0.0,109.5653
2710,AA-2015-100904,07/13/2015,07/19/2015,Standard Class,SM-10765,Shirley Mitchell,Consumer,United States,Jonesboro,Arkansas,80765,South,OFF-LA-10004099,Office Supplies,Labels,Avery Color Coding Labels,18.55,1,0.0,3.8979
2711,AA-2015-100904,07/14/2015,07/20/2015,Standard Class,TH-10448,Timothy Harris,Consumer,United States,Dover,New Hampshire,42054,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,494.95,5,0.0,152.2458
2712,AA-2015-100904,07/14/2015,07/21/2015,Standard Class,SC-10191,Scott Cook,Consumer,United States,Troy,New York,93313,East,OFF-AR-10001986,Office Supplies,Art,Sanford 52602 Liquid Accent Tank-Style Highlighters,336.56,2,0.0,121.0516
2713,CA-2015-100905,07/14/2015,07/17/2015,First Class,SB-10206,Shirley Baker,Consumer,United States,Tamarac,Florida,31000,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,7125.99,6,0.0,307.2152
2714,CA-2015-100905,07/14/2015,07/20/2015,Standard Class,LR-10276,Larry Rivera,Home Office,United States,Marysville,Washington,21695,West,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,59.45,1,0.45,-3.8648
2715,CA-2015-100905,07/15/2015,07/17/2015,First Class,ST-10672,Scott Thompson,Consumer,United States,Dover,New Hampshire,28434,East,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",314.44,2,0.0,115.5464
2716,AA-2015-100906,07/15/2015,07/20/2015,Second Class,RJ-10009,Ronald Johnson,Consumer,United States,Lewiston,Maine,68302,East,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",187.52,1,0.0,42.8025
2717,AA-2015-100906,07/15/2015,07/18/2015,Second Class,LW-10014,Larry Walker,Corporate,United States,Medford,Oregon,47148,West,OFF-SU-10004590,Office Supplies,Supplies,Acco Pressboard Data Binder with Storage Hooks,401.98,5,0.1,73.5119
2718,AA-2015-100906,07/16/2015,07/18/2015,First Class,ST-10145,Stephanie Torres,Home Office,United States,Dubuque,Iowa,88195,Central,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,293.46,4,0.0,86.2136
2719,CA-2015-100907,07/16/2015,07/23/2015,Standard Class,MW-10161,Maria Williams,Corporate,United States,Bloomington,Illinois,97733,Central,OFF-SU-10003703,Office Supplies,Supplies,Avery Hi-Liter EverBold Pen-Style Highlighter,73.56,1,0.0,20.865
2720,CA-2015-100907,07/16/2015,07/23/2015,Standard Class,CY-10003,Cynthia Young,Consumer,United States,Norwich,Connecticut,58659,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,41.1,3,0.3,4.9625
2721,CA-2015-100907,07/16/2015,07/21/2015,Standard Class,CR-10269,Cynthia Roberts,Home Office,United States,Rochester,Minnesota,40058,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,109.79,1,0.0,40.8644
2722,US-2015-100908,07/16/2015,07/21/2015,Second Class,RS-10125,Ronald Stewart,Consumer,United States,Bloomington,Illinois,11610,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,119.02,5,0.3,18.058
2723,US-2015-100908,07/16/2015,07/18/2015,First Class,BL-10176,Barbara Lee,Home Office,United States,Reading,Pennsylvania,97937,East,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,35.15,1,0.0,13.8958
2724,US-2015-100908,07/16/2015,07/20/2015,Second Class,AE-10327,Ashley Edwards,Corporate,United States,Akron,Ohio,51729,East,TEC-AC-10001814,Technology,Accessories,Plantronics Savi W720 Wireless Headset System,141.93,1,0.0,40.3808
2725,AA-2015-100909,07/16/2015,07/16/2015,Same Day,HC-10174,Helen Campbell,Corporate,United States,Wheeling,West Virginia,75493,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",1602.21,1,0.0,294.4177
2726,AA-2015-100909,07/16/2015,07/23/2015,Standard Class,TD-10065,Thomas Davis,Home Office,United States,Buffalo,New York,99603,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,1035.57,2,0.0,197.6405
2727,AA-2015-100909,07/16/2015,07/19/2015,First Class,LJ-10326,Larry Jones,Corporate,United States,San Diego,California,34615,West,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,168.88,4,0.0,54.1625
2728,AA-2015-100910,07/17/2015,07/22/2015,Second Class,EE-10768,Elizabeth Evans,Consumer,United States,Miami,Florida,30873,South,TEC-AC-10002167,Technology,Accessories,Logitech G910 Orion Spark Mechanical Keyboard,96.49,1,0.0,17.9307
2729,AA-2015-100910,07/17/2015,07/22/2015,Standard Class,PM-10294,Paul Martinez,Corporate,United States,Des Moines,Washington,44499,West,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,33.75,1,0.0,10.3394
2730,AA-2015-100910,07/17/2015,07/22/2015,Standard Class,KT-10595,Kathleen Thompson,Consumer,United States,Pocatello,Idaho,72916,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,264.26,6,0.3,27.8482
2731,AA-2015-100911,07/17/2015,07/23/2015,Standard Class,CB-10733,Charles Bell,Consumer,United States,Chapel Hill,North Carolina,57347,South,TEC-AC-10001814,Technology,Accessories,Plantronics Savi W720 Wireless Headset System,272.56,1,0.0,80.1375
2732,AA-2015-100911,07/18/2015,07/19/2015,Same Day,RW-10008,Robert Walker,Consumer,United States,Bakersfield,California,41581,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,414.95,2,0.0,116.0806
2733,AA-2015-100911,07/18/2015,07/24/2015,Standard Class,JM-10474,John Morris,Consumer,United States,Roseville,California,67128,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,530.34,3,0.45,-14.5578
2734,US-2015-100912,07/18/2015,07/20/2015,First Class,CS-10358,Cynthia Smith,Corporate,United States,Melbourne,Florida,49711,South,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",30.44,1,0.3,5.4334
2735,US-2015-100912,07/18/2015,07/25/2015,Standard Class,CT-10302,Charles Turner,Consumer,United States,Bakersfield,California,11755,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,35.13,1,0.0,14.3266
2736,US-2015-100912,07/18/2015,07/19/2015,Same Day,DG-10701,David Green,Consumer,United States,Akron,Ohio,65305,East,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",439.31,3,0.0,147.0977
2737,AA-2015-100913,07/19/2015,07/20/2015,Same Day,KH-10264,Kevin Hill,Corporate,United States,San Francisco,California,23485,West,TEC-CO-10004182,Technology,Copiers,Okidata MC860 MFP Laser Printer,6931.6,1,0.15,1395.8686
2738,AA-2015-100913,07/19/2015,07/24/2015,Standard Class,MT-10666,Michael Turner,Corporate,United States,Charlotte,North Carolina,33567,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,450.02,5,0.0,139.9596
2739,AA-2015-100913,07/19/2015,07/24/2015,Second Class,CT-10302,Charles Turner,Corporate,United States,Montgomery,Alabama,62307,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,510.53,5,0.0,153.6825
2740,AA-2015-100914,07/19/2015,07/24/2015,Standard Class,JM-10393,John Martinez,Consumer,United States,Austin,Texas,98655,Central,OFF-AR-10001986,Office Supplies,Art,Sanford 52602 Liquid Accent Tank-Style Highlighters,295.32,5,0.0,94.0448
2741,AA-2015-100914,07/19/2015,07/24/2015,Standard Class,CC-10753,Claire Carter,Consumer,United States,Austin,Texas,10098,Central,TEC-PH-10004977,Technology,Phones,Apple iPhone 6S,1866.69,2,0.4,-51.1539
2742,AA-2015-100914,07/19/2015,07/22/2015,First Class,JH-10068,Jason Hall,Consumer,United States,Albany,New York,68937,East,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,195.87,1,0.4,-30.4282
2743,US-2015-100915,07/20/2015,07/24/2015,Second Class,KA-10007,Kathleen Allen,Consumer,United States,Fresno,California,82313,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Wall Clock",146.93,1,0.5,-12.3015
2744,US-2015-100915,07/21/2015,07/25/2015,Second Class,FY-10313,Frank Young,Corporate,United States,Sacramento,California,38801,West,FUR-BO-10004834,Furniture,Bookcases,Riverside Palais Royal Lawyers Bookcase,1698.67,2,0.0,170.8915
2745,US-2015-100915,07/21/2015,07/26/2015,Second Class,JP-10378,Joseph Phillips,Corporate,United States,Cincinnati,Ohio,97927,East,TEC-MA-10002412,Technology,Machines,Canon imageCLASS MF4770n Wireless Laser,10348.88,8,0.0,1206.4559
2746,AA-2015-100916,07/21/2015,07/28/2015,Standard Class,AT-10609,Andrew Torres,Consumer,United States,Taylor,Michigan,92438,Central,OFF-AP-10002311,Office Supplies,Appliances,Holmes Replacement HEPA Filter,1116.67,2,0.0,217.1236
2747,AA-2015-100916,07/22/2015,07/27/2015,Second Class,ST-10235,Scott Turner,Corporate,United States,Fargo,North Dakota,11628,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,171.58,2,0.0,45.1922
2748,AA-2015-100916,07/22/2015,07/26/2015,Second Class,TW-10630,Timothy Walker,Consumer,United States,New Rochelle,New York,22578,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,3262.94,3,0.0,103.2633
2749,AA-2015-100917,07/22/2015,07/28/2015,Standard Class,AC-10443,Angela Cook,Consumer,United States,Concord,New Hampshire,52995,East,FUR-TA-10002199,Furniture,Tables,DMI Eclipse Executive Suite Corner Table,5007.15,3,0.15,-187.8306
2750,AA-2015-100917,07/22/2015,07/23/2015,Same Day,BG-10336,Brian Green,Consumer,United States,Fargo,North Dakota,37955,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,325.25,1,0.0,92.4547
2751,AA-2015-100917,07/23/2015,07/26/2015,First Class,TM-10317,Thomas Miller,Corporate,United States,Mesa,Arizona,62916,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,135.52,1,0.0,29.7362
2752,AA-2015-100918,07/23/2015,07/28/2015,Standard Class,HG-10383,Helen Green,Corporate,United States,Medina,Ohio,14880,East,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,910.98,4,0.0,192.9104
2753,AA-2015-100918,07/23/2015,07/30/2015,Standard Class,JC-10437,Jason Collins,Home Office,United States,Roswell,Georgia,29787,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,28.9,1,0.0,7.65
2754,AA-2015-100918,07/24/2015,07/29/2015,Standard Class,SW-10335,Shirley Wilson,Consumer,United States,Chester,Pennsylvania,18067,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,6595.67,1,0.3,687.7754
2755,AA-2015-100919,07/24/2015,07/31/2015,Standard Class,RW-10179,Richard Williams,Consumer,United States,Sacramento,California,44309,West,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,419.05,10,0.15,76.0078
2756,AA-2015-100919,07/24/2015,07/27/2015,Second Class,LR-10444,Linda Reed,Consumer,United States,Meriden,Connecticut,29935,East,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,873.44,4,0.1,108.7591
2757,AA-2015-100919,07/24/2015,07/27/2015,Second Class,ET-10322,Elizabeth Taylor,Consumer,United States,Fargo,North Dakota,96405,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,327.19,4,0.0,127.1243
2758,CA-2015-100920,07/24/2015,07/30/2015,Standard Class,EK-10392,Emma King,Corporate,United States,Saint Petersburg,Florida,19306,South,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,109.12,1,0.3,-5.2197
